place_id,lat,lon
BikePoints_27,51.51382,-0.107927
BikePoints_16,51.526356,-0.125979
BikePoints_489,51.513073,-0.064094
BikePoints_504,51.496452,-0.009506
BikePoints_9,51.507385,-0.09644
BikePoints_30,51.529156,-0.093421
BikePoints_786,51.54937,-0.015717
BikePoints_6,51.518116,-0.144228
BikePoints_264,51.526443,-0.109256
BikePoints_734,51.462303,-0.175407
BikePoints_517,51.532513,-0.033085
BikePoints_797,51.5293,-0.128279
BikePoints_18,51.51477,-0.122219
BikePoints_435,51.488853,-0.105593
BikePoints_201,51.522594,-0.161113
BikePoints_126,51.517822,-0.096496
BikePoints_320,51.493572,-0.139956
BikePoints_294,51.488228,-0.135635
BikePoints_520,51.52604,-0.047218
BikePoints_183,51.48236,-0.136123
BikePoints_627,51.46879,-0.15823
BikePoints_248,51.50645,-0.170279
BikePoints_254,51.530514,-0.106408
BikePoints_139,51.49488,-0.117974
BikePoints_339,51.533318,-0.111781
BikePoints_525,51.496925,-0.2135
BikePoints_91,51.493687,-0.111014
BikePoints_700,51.476963,-0.174347
BikePoints_163,51.493183,-0.167894
BikePoints_347,51.500137,-0.113936
BikePoints_549,51.49605,-0.104193
BikePoints_572,51.5391,-0.141728
BikePoints_401,51.528187,-0.075375
BikePoints_374,51.50403,-0.113864
BikePoints_699,51.536655,-0.07023
BikePoints_542,51.514114,-0.033828
BikePoints_327,51.522167,-0.192814
BikePoints_666,51.49267,-0.07235
BikePoints_350,51.501717,-0.179854
BikePoints_397,51.51348,-0.17977
BikePoints_208,51.52505,-0.166304
BikePoints_411,51.49917,-0.055846
BikePoints_17,51.52166,-0.109006
BikePoints_253,51.534042,-0.086379
BikePoints_552,51.511543,-0.056667
BikePoints_710,51.474392,-0.163347
BikePoints_267,51.49206,-0.132224
BikePoints_550,51.521564,-0.039264
BikePoints_770,51.491028,-0.209121
BikePoints_721,51.536037,-0.026262
BikePoints_759,51.524563,-0.165668
BikePoints_65,51.525227,-0.135188
BikePoints_442,51.5101,-0.211358
BikePoints_372,51.51521,-0.117863
BikePoints_713,51.541008,-0.14326
BikePoints_457,51.542137,-0.145393
BikePoints_576,51.497303,-0.022793
BikePoints_310,51.490868,-0.116911
BikePoints_594,51.513874,-0.117774
BikePoints_380,51.506863,-0.150666
BikePoints_230,51.50669,-0.103137
BikePoints_228,51.507423,-0.134621
BikePoints_495,51.528168,-0.018703
BikePoints_302,51.466908,-0.216573
BikePoints_590,51.53256,-0.16862
BikePoints_427,51.51397,-0.09294
BikePoints_186,51.517334,-0.17581
BikePoints_702,51.528683,-0.06555
BikePoints_811,51.505703,-0.027772
BikePoints_471,51.533283,-0.028155
BikePoints_115,51.514233,-0.073537
BikePoints_756,51.475155,-0.159169
BikePoints_534,51.531864,-0.066035
BikePoints_703,51.51506,-0.105344
BikePoints_766,51.457527,-0.192165
BikePoints_656,51.46842,-0.199135
BikePoints_308,51.499077,-0.085666
BikePoints_367,51.517372,-0.164207
BikePoints_386,51.513527,-0.13011
BikePoints_437,51.488125,-0.120903
BikePoints_225,51.509354,-0.196422
BikePoints_86,51.48948,-0.115156
BikePoints_234,51.534504,-0.106992
BikePoints_560,51.511623,-0.205921
BikePoints_432,51.496468,-0.173796
BikePoints_169,51.514748,-0.165164
BikePoints_608,51.491093,-0.216493
BikePoints_781,51.4959,-0.173009
BikePoints_134,51.504906,-0.06797
